inputText,targetArtifactId,targetCategory,targetWorkspace,targetPack,targetProduct,labelType,confidence
tool|Other|admin|hospital-operations|operations|maps|digital-twin-pack,deployment-observability,Other,admin|hospital-operations|operations|maps,hospital-operations|digital-twin-pack,product-hospital-operations|product-digital-twin,tags,0.78
"Monitor deployment health, AI run metrics, orchestrator status, degraded modes, and safety events.",deployment-observability,Other,admin|hospital-operations|operations|maps,hospital-operations|digital-twin-pack,product-hospital-operations|product-digital-twin,intent,0.88
Device Battery Intelligence,device-battery-intelligence,IoT,iot|operations|hospital-operations|medical-iot|maps,medical-iot-pack|hospital-operations|digital-twin-pack,product-medical-iot|product-hospital-operations|product-digital-twin,name,0.92
/medical-iot,device-battery-intelligence,IoT,iot|operations|hospital-operations|medical-iot|maps,medical-iot-pack|hospital-operations|digital-twin-pack,product-medical-iot|product-hospital-operations|product-digital-twin,route,0.9
iot-module|IoT|iot|operations|hospital-operations|medical-iot|maps|medical-iot-pack|digital-twin-pack,device-battery-intelligence,IoT,iot|operations|hospital-operations|medical-iot|maps,medical-iot-pack|hospital-operations|digital-twin-pack,product-medical-iot|product-hospital-operations|product-digital-twin,tags,0.78
Device Fleet Management,device-fleet-management,Hospital Operations,fleet|operations|iot|hospital-operations|medical-iot|maps,medical-iot-pack|hospital-operations|fleet-logistics|digital-twin-pack,product-medical-iot|product-hospital-operations|product-fleet-ems|product-digital-twin,name,0.92
/devices,device-fleet-management,Hospital Operations,fleet|operations|iot|hospital-operations|medical-iot|maps,medical-iot-pack|hospital-operations|fleet-logistics|digital-twin-pack,product-medical-iot|product-hospital-operations|product-fleet-ems|product-digital-twin,route,0.9
map|Hospital Operations|fleet|operations|iot|hospital-operations|medical-iot|maps|medical-iot-pack|fleet-logistics|digital-twin-pack,device-fleet-management,Hospital Operations,fleet|operations|iot|hospital-operations|medical-iot|maps,medical-iot-pack|hospital-operations|fleet-logistics|digital-twin-pack,product-medical-iot|product-hospital-operations|product-fleet-ems|product-digital-twin,tags,0.78
Device Maintenance,device-maintenance,Hospital Operations,admin|iot|operations|hospital-operations|medical-iot|assistant|ai-workflow|clinical|maps,medical-iot-pack|ai-workflow-pack|core-platform|hospital-operations|digital-twin-pack,product-medical-iot|product-core-platform|product-hospital-operations|product-digital-twin,name,0.92
/devices,device-maintenance,Hospital Operations,admin|iot|operations|hospital-operations|medical-iot|assistant|ai-workflow|clinical|maps,medical-iot-pack|ai-workflow-pack|core-platform|hospital-operations|digital-twin-pack,product-medical-iot|product-core-platform|product-hospital-operations|product-digital-twin,route,0.9
map|Hospital Operations|admin|iot|operations|hospital-operations|medical-iot|assistant|ai-workflow|clinical|maps|medical-iot-pack|ai-workflow-pack|core-platform|digital-twin-pack,device-maintenance,Hospital Operations,admin|iot|operations|hospital-operations|medical-iot|assistant|ai-workflow|clinical|maps,medical-iot-pack|ai-workflow-pack|core-platform|hospital-operations|digital-twin-pack,product-medical-iot|product-core-platform|product-hospital-operations|product-digital-twin,tags,0.78
Device Recommendation Assistant,device-recommendation-assistant,Hospital Operations,iot|operations|hospital-operations|assistant|ai-workflow|clinical|medical-iot|maps,ai-workflow-pack|core-platform|medical-iot-pack|hospital-operations|digital-twin-pack,product-core-platform|product-medical-iot|product-hospital-operations|product-digital-twin,name,0.92
/tools/calculators,device-recommendation-assistant,Hospital Operations,iot|operations|hospital-operations|assistant|ai-workflow|clinical|medical-iot|maps,ai-workflow-pack|core-platform|medical-iot-pack|hospital-operations|digital-twin-pack,product-core-platform|product-medical-iot|product-hospital-operations|product-digital-twin,route,0.9
ai-assisted-tool|Hospital Operations|iot|operations|hospital-operations|assistant|ai-workflow|clinical|medical-iot|maps|ai-workflow-pack|core-platform|medical-iot-pack|digital-twin-pack,device-recommendation-assistant,Hospital Operations,iot|operations|hospital-operations|assistant|ai-workflow|clinical|medical-iot|maps,ai-workflow-pack|core-platform|medical-iot-pack|hospital-operations|digital-twin-pack,product-core-platform|product-medical-iot|product-hospital-operations|product-digital-twin,tags,0.78
"Chat-assisted device requirement and availability review using inventory, battery, maintenance, calibration, compatibility, and location context. Does not assign clinical devices automatically.",device-recommendation-assistant,Hospital Operations,iot|operations|hospital-operations|assistant|ai-workflow|clinical|medical-iot|maps,ai-workflow-pack|core-platform|medical-iot-pack|hospital-operations|digital-twin-pack,product-core-platform|product-medical-iot|product-hospital-operations|product-digital-twin,intent,0.88
Diabetes Care Assistant,diabetes-care-assistant,Calculator,pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory,ai-workflow-pack|core-platform|laboratory-intelligence,product-core-platform|product-laboratory,name,0.92
/tools/endocrine/diabetes-care-assistant,diabetes-care-assistant,Calculator,pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory,ai-workflow-pack|core-platform|laboratory-intelligence,product-core-platform|product-laboratory,route,0.9
ai-assisted-tool|Calculator|pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory|ai-workflow-pack|core-platform|laboratory-intelligence,diabetes-care-assistant,Calculator,pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory,ai-workflow-pack|core-platform|laboratory-intelligence,product-core-platform|product-laboratory,tags,0.78
"Guided diabetes review for glucose trends, A1c context, complications, safety flags, and handoff prompts.",diabetes-care-assistant,Calculator,pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory,ai-workflow-pack|core-platform|laboratory-intelligence,product-core-platform|product-laboratory,intent,0.88
Diagnosis Assistant,diagnosis,Diagnostic,clinical|diagnostic|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,name,0.92
/tools/diagnosis,diagnosis,Diagnostic,clinical|diagnostic|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,route,0.9
tool|Diagnostic|clinical|diagnostic|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,diagnosis,Diagnostic,clinical|diagnostic|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,tags,0.78
Symptom-based differentials.,diagnosis,Diagnostic,clinical|diagnostic|assistant|ai-workflow|operations,ai-workflow-pack|core-platform,product-core-platform,intent,0.88
Dialysis Readiness Helper,dialysis-readiness-helper,Reference,clinical|reference|operations,core-platform,product-core-platform,name,0.92
/tools/nephrology/dialysis-readiness-helper,dialysis-readiness-helper,Reference,clinical|reference|operations,core-platform,product-core-platform,route,0.9
ai-assisted-tool|Reference|clinical|reference|operations|core-platform,dialysis-readiness-helper,Reference,clinical|reference|operations,core-platform,product-core-platform,tags,0.78
"Dialysis readiness checklist support for access status, symptoms, labs, volume context, and nephrology handoff.",dialysis-readiness-helper,Reference,clinical|reference|operations,core-platform,product-core-platform,intent,0.88
Dialysis Utilization Tracker,dialysis-utilization-tracker,Reference,hospital-operations|operations|reference|maps,hospital-operations|digital-twin-pack,product-hospital-operations|product-digital-twin,name,0.92
/tools/nephrology/dialysis-utilization-tracker,dialysis-utilization-tracker,Reference,hospital-operations|operations|reference|maps,hospital-operations|digital-twin-pack,product-hospital-operations|product-digital-twin,route,0.9
tool|Reference|hospital-operations|operations|reference|maps|digital-twin-pack,dialysis-utilization-tracker,Reference,hospital-operations|operations|reference|maps,hospital-operations|digital-twin-pack,product-hospital-operations|product-digital-twin,tags,0.78
"Dialysis utilization tracker for schedule adherence, access context, missed treatments, capacity, and review queues.",dialysis-utilization-tracker,Reference,hospital-operations|operations|reference|maps,hospital-operations|digital-twin-pack,product-hospital-operations|product-digital-twin,intent,0.88
Differential Diagnosis Assistant,differential-ai,Diagnostic,research|reference|diagnostic|assistant|ai-workflow|clinical|operations|education,ai-workflow-pack|core-platform|research-education,product-core-platform|product-research,name,0.92
/tools/differential-ai,differential-ai,Diagnostic,research|reference|diagnostic|assistant|ai-workflow|clinical|operations|education,ai-workflow-pack|core-platform|research-education,product-core-platform|product-research,route,0.9
tool|Diagnostic|research|reference|diagnostic|assistant|ai-workflow|clinical|operations|education|ai-workflow-pack|core-platform|research-education,differential-ai,Diagnostic,research|reference|diagnostic|assistant|ai-workflow|clinical|operations|education,ai-workflow-pack|core-platform|research-education,product-core-platform|product-research,tags,0.78
"Structured differential diagnosis decision support from symptoms, labs, history, and demographics. Not a diagnosis.",differential-ai,Diagnostic,research|reference|diagnostic|assistant|ai-workflow|clinical|operations|education,ai-workflow-pack|core-platform|research-education,product-core-platform|product-research,intent,0.88
Operations Hub,digital-operations-center,Hospital Operations,admin|fleet|operations|iot|hospital-operations|maps|medical-iot,hospital-operations|digital-twin-pack|medical-iot-pack|fleet-logistics,product-hospital-operations|product-digital-twin|product-medical-iot|product-fleet-ems,name,0.92
/operations,digital-operations-center,Hospital Operations,admin|fleet|operations|iot|hospital-operations|maps|medical-iot,hospital-operations|digital-twin-pack|medical-iot-pack|fleet-logistics,product-hospital-operations|product-digital-twin|product-medical-iot|product-fleet-ems,route,0.9
map|Hospital Operations|admin|fleet|operations|iot|hospital-operations|maps|medical-iot|digital-twin-pack|medical-iot-pack|fleet-logistics,digital-operations-center,Hospital Operations,admin|fleet|operations|iot|hospital-operations|maps|medical-iot,hospital-operations|digital-twin-pack|medical-iot-pack|fleet-logistics,product-hospital-operations|product-digital-twin|product-medical-iot|product-fleet-ems,tags,0.78
