artifactId,name,type,category,route,sourceFile,frontendStatus,backendStatus,demoStatus,assetPack,product,workspace,roles,organizationTypes,riskLevel,description,dependencies,tags,embeddingText,status
frontend-api-ambient-scribe-generate,ambient-scribe-generate,api-endpoint,clinicalIntelligence,/api/clinical-intelligence/ambient-scribe/generate,clinicalIntelligenceApi.js / AmbientScribe.jsx,frontend-api-call,capability-gated,unknown,unknown,unknown,frontend,unknown,unknown,high,clinicalIntelligenceApi.js / AmbientScribe.jsx calls POST /api/clinical-intelligence/ambient-scribe/generate.,clinicalIntelligence|clinicalIntelligenceApi.js / AmbientScribe.jsx,frontend-api|POST|clinicalIntelligence,frontend-api-ambient-scribe-generate ambient-scribe-generate api-endpoint clinicalintelligence api clinical-intelligence ambient-scribe generate unknown unknown frontend unknown unknown high clinicalintelligenceapi js ambientscribe jsx calls post api clinical-intelligence ambient-scribe generate clinicalintelligence clinicalintelligenceapi js ambientscribe jsx frontend-api post clinicalintelligence,active
frontend-api-analytics-events,analytics-events,api-endpoint,unknown,/api/analytics/events,analyticsService.ts,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,high,analyticsService.ts calls POST /api/analytics/events.,analyticsService.ts,frontend-api|POST,frontend-api-analytics-events analytics-events api-endpoint unknown api analytics events unknown unknown frontend unknown unknown high analyticsservice ts calls post api analytics events analyticsservice ts frontend-api post,active
frontend-api-analytics-metrics,analytics-metrics,api-endpoint,unknown,/api/analytics/metrics,AnalyticsDashboard.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,medium,AnalyticsDashboard.jsx calls GET /api/analytics/metrics.,AnalyticsDashboard.jsx,frontend-api|GET,frontend-api-analytics-metrics analytics-metrics api-endpoint unknown api analytics metrics unknown unknown frontend unknown unknown medium analyticsdashboard jsx calls get api analytics metrics analyticsdashboard jsx frontend-api get,active
frontend-api-artifacts-graph,artifacts-graph,api-endpoint,unknown,/api/artifacts/graph,artifactsApi.js / Artifacts.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,medium,artifactsApi.js / Artifacts.jsx calls GET /api/artifacts/graph.,artifactsApi.js / Artifacts.jsx,frontend-api|GET,frontend-api-artifacts-graph artifacts-graph api-endpoint unknown api artifacts graph unknown unknown frontend unknown unknown medium artifactsapi js artifacts jsx calls get api artifacts graph artifactsapi js artifacts jsx frontend-api get,active
frontend-api-artifacts-list,artifacts-list,api-endpoint,unknown,/api/artifacts,artifactsApi.js / Artifacts.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,medium,artifactsApi.js / Artifacts.jsx calls GET /api/artifacts.,artifactsApi.js / Artifacts.jsx,frontend-api|GET,frontend-api-artifacts-list artifacts-list api-endpoint unknown api artifacts unknown unknown frontend unknown unknown medium artifactsapi js artifacts jsx calls get api artifacts artifactsapi js artifacts jsx frontend-api get,active
frontend-api-artifacts-versions,artifacts-versions,api-endpoint,unknown,/api/artifacts/:artifactId/versions,artifactsApi.js / Artifacts.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,medium,artifactsApi.js / Artifacts.jsx calls GET /api/artifacts/:artifactId/versions.,artifactsApi.js / Artifacts.jsx,frontend-api|GET,frontend-api-artifacts-versions artifacts-versions api-endpoint unknown api artifacts artifactid versions unknown unknown frontend unknown unknown medium artifactsapi js artifacts jsx calls get api artifacts artifactid versions artifactsapi js artifacts jsx frontend-api get,active
frontend-api-asset-dependency-graph,asset-dependency-graph,api-endpoint,unknown,/api/dependency-graph,productCatalogApi.js / DependencyGraph.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,medium,productCatalogApi.js / DependencyGraph.jsx calls GET /api/dependency-graph.,productCatalogApi.js / DependencyGraph.jsx,frontend-api|GET,frontend-api-asset-dependency-graph asset-dependency-graph api-endpoint unknown api dependency-graph unknown unknown frontend unknown unknown medium productcatalogapi js dependencygraph jsx calls get api dependency-graph productcatalogapi js dependencygraph jsx frontend-api get,active
frontend-api-audit-logs,audit-logs,api-endpoint,unknown,/api/audit/logs,AuditLogs.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,medium,AuditLogs.jsx calls GET /api/audit/logs.,AuditLogs.jsx,frontend-api|GET,frontend-api-audit-logs audit-logs api-endpoint unknown api audit logs unknown unknown frontend unknown unknown medium auditlogs jsx calls get api audit logs auditlogs jsx frontend-api get,active
frontend-api-audit-statistics,audit-statistics,api-endpoint,unknown,/api/audit/statistics,AuditLogs.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,medium,AuditLogs.jsx calls GET /api/audit/statistics.,AuditLogs.jsx,frontend-api|GET,frontend-api-audit-statistics audit-statistics api-endpoint unknown api audit statistics unknown unknown frontend unknown unknown medium auditlogs jsx calls get api audit statistics auditlogs jsx frontend-api get,active
frontend-api-audit-sync,audit-sync,api-endpoint,auditSync,/api/audit/sync,syncService.js,frontend-api-call,capability-gated,unknown,unknown,unknown,frontend,unknown,unknown,high,syncService.js calls POST /api/audit/sync.,auditSync|syncService.js,frontend-api|POST|auditSync,frontend-api-audit-sync audit-sync api-endpoint auditsync api audit sync unknown unknown frontend unknown unknown high syncservice js calls post api audit sync auditsync syncservice js frontend-api post auditsync,active
frontend-api-audit-verify,audit-verify,api-endpoint,unknown,/api/audit/verify-integrity,AuditLogs.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,medium,AuditLogs.jsx calls GET /api/audit/verify-integrity.,AuditLogs.jsx,frontend-api|GET,frontend-api-audit-verify audit-verify api-endpoint unknown api audit verify-integrity unknown unknown frontend unknown unknown medium auditlogs jsx calls get api audit verify-integrity auditlogs jsx frontend-api get,active
frontend-api-auth-biometric-config,auth-biometric-config,api-endpoint,unknown,/api/auth/biometric/config,BiometricSetup.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,medium,BiometricSetup.jsx calls GET /api/auth/biometric/config.,BiometricSetup.jsx,frontend-api|GET,frontend-api-auth-biometric-config auth-biometric-config api-endpoint unknown api auth biometric config unknown unknown frontend unknown unknown medium biometricsetup jsx calls get api auth biometric config biometricsetup jsx frontend-api get,active
frontend-api-auth-biometric-disable,auth-biometric-disable,api-endpoint,unknown,/api/auth/biometric/disable/:deviceId,BiometricSetup.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,high,BiometricSetup.jsx calls DELETE /api/auth/biometric/disable/:deviceId.,BiometricSetup.jsx,frontend-api|DELETE,frontend-api-auth-biometric-disable auth-biometric-disable api-endpoint unknown api auth biometric disable deviceid unknown unknown frontend unknown unknown high biometricsetup jsx calls delete api auth biometric disable deviceid biometricsetup jsx frontend-api delete,active
frontend-api-auth-biometric-enroll,auth-biometric-enroll,api-endpoint,unknown,/api/auth/biometric/enroll,BiometricSetup.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,high,BiometricSetup.jsx calls POST /api/auth/biometric/enroll.,BiometricSetup.jsx,frontend-api|POST,frontend-api-auth-biometric-enroll auth-biometric-enroll api-endpoint unknown api auth biometric enroll unknown unknown frontend unknown unknown high biometricsetup jsx calls post api auth biometric enroll biometricsetup jsx frontend-api post,active
frontend-api-auth-biometric-stats,auth-biometric-stats,api-endpoint,unknown,/api/auth/biometric/stats,BiometricSetup.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,medium,BiometricSetup.jsx calls GET /api/auth/biometric/stats.,BiometricSetup.jsx,frontend-api|GET,frontend-api-auth-biometric-stats auth-biometric-stats api-endpoint unknown api auth biometric stats unknown unknown frontend unknown unknown medium biometricsetup jsx calls get api auth biometric stats biometricsetup jsx frontend-api get,active
frontend-api-auth-biometric-verify,auth-biometric-verify,api-endpoint,unknown,/api/auth/biometric/verify,BiometricSetup.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,high,BiometricSetup.jsx calls POST /api/auth/biometric/verify.,BiometricSetup.jsx,frontend-api|POST,frontend-api-auth-biometric-verify auth-biometric-verify api-endpoint unknown api auth biometric verify unknown unknown frontend unknown unknown high biometricsetup jsx calls post api auth biometric verify biometricsetup jsx frontend-api post,active
frontend-api-auth-dev-session,auth-dev-session,api-endpoint,unknown,/api/auth/dev-session,Auth.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,high,Auth.jsx calls POST /api/auth/dev-session.,Auth.jsx,frontend-api|POST,frontend-api-auth-dev-session auth-dev-session api-endpoint unknown api auth dev-session unknown unknown frontend unknown unknown high auth jsx calls post api auth dev-session auth jsx frontend-api post,active
frontend-api-auth-identity-providers,auth-identity-providers,api-endpoint,unknown,/api/auth/identity-providers,enterpriseIdentityApi.js / Settings.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,medium,enterpriseIdentityApi.js / Settings.jsx calls GET /api/auth/identity-providers.,enterpriseIdentityApi.js / Settings.jsx,frontend-api|GET,frontend-api-auth-identity-providers auth-identity-providers api-endpoint unknown api auth identity-providers unknown unknown frontend unknown unknown medium enterpriseidentityapi js settings jsx calls get api auth identity-providers enterpriseidentityapi js settings jsx frontend-api get,active
frontend-api-auth-login,auth-login,api-endpoint,unknown,/api/auth/login,Auth.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,high,Auth.jsx calls POST /api/auth/login.,Auth.jsx,frontend-api|POST,frontend-api-auth-login auth-login api-endpoint unknown api auth login unknown unknown frontend unknown unknown high auth jsx calls post api auth login auth jsx frontend-api post,active
frontend-api-auth-magic-link,auth-magic-link,api-endpoint,unknown,/api/auth/magic-link,Auth.jsx,frontend-api-call,unknown,unknown,unknown,unknown,frontend,unknown,unknown,high,Auth.jsx calls POST /api/auth/magic-link.,Auth.jsx,frontend-api|POST,frontend-api-auth-magic-link auth-magic-link api-endpoint unknown api auth magic-link unknown unknown frontend unknown unknown high auth jsx calls post api auth magic-link auth jsx frontend-api post,active
