artifactId,normalizedText,tags,typeEncoding,roleEncoding,workspaceEncoding,packEncoding,dependencyCount,riskScore,readinessScore
bisap-score,bisap-score bisap score calculator calculator tools calculators bisap-score core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium bisap score for early acute pancreatitis mortality risk bun mental status sirs age pleural effusion 0 5 src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,calculator|Calculator|clinical|operations|core-platform,type:calculator,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.62
bishop-score,bishop-score bishop score calculator calculator tools calculators bishop-score core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium bishop score for cervical favourability before labour induction dilation effacement station consistency position 0 13 src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,calculator|Calculator|clinical|operations|core-platform,type:calculator,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.62
bode-index,bode-index bode index calculator calculator tools calculators bode-index emergency-medicine emergency-department-pack product-emergency-department emergency clinical calculator emergency physician icu clinician nurse hospitalist hospital medium copd prognosis context using bmi fev1 percent predicted 6-minute walk distance and mmrc dyspnea does not diagnose copd or recommend therapy src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator emergency clinical emergency-medicine emergency-department-pack,calculator|Calculator|emergency|clinical|emergency-medicine|emergency-department-pack,type:calculator,role:emergency-physician|role:icu-clinician|role:nurse|role:hospitalist,workspace:emergency|workspace:clinical|workspace:calculator,pack:emergency-medicine|pack:emergency-department-pack,7,0.5,0.62
braden-scale,braden-scale braden scale calculator calculator tools calculators braden-scale core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium braden scale for pressure injury risk six subscales 6 23 lower scores higher risk src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,calculator|Calculator|clinical|operations|core-platform,type:calculator,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.62
bsa,bsa body surface area calculator calculator tools calculators bsa laboratory-intelligence research-education product-laboratory product-research pharmacy clinical research reference calculator laboratory education pharmacist hospitalist emergency physician nurse researcher medical student hospital medium mosteller body surface area estimate from height and weight does not recommend medication chemotherapy or fluid dosing src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator pharmacy clinical research reference laboratory education laboratory-intelligence research-education,calculator|Calculator|pharmacy|clinical|research|reference|laboratory|education|laboratory-intelligence|research-education,type:calculator,role:pharmacist|role:hospitalist|role:emergency-physician|role:nurse|role:researcher|role:medical-student,workspace:pharmacy|workspace:clinical|workspace:research|workspace:reference|workspace:calculator|workspace:laboratory|workspace:education,pack:laboratory-intelligence|pack:research-education,7,0.5,0.62
bun-creatinine-ratio,bun-creatinine-ratio bun creatinine ratio calculator calculator tools calculators bun-creatinine-ratio core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium bun creatinine ratio pattern support for renal and volume-status review nonspecific and non-diagnostic src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,calculator|Calculator|clinical|operations|core-platform,type:calculator,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.62
cage,cage cage calculator calculator tools calculators cage core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium screening only cage alcohol questionnaire 0-4 does not diagnose alcohol use disorder or provide withdrawal-management advice src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,calculator|Calculator|clinical|operations|core-platform,type:calculator,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.62
calc-bmi,calc-bmi bmi calculator calculator tools calculators bmi core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium body mass index and weight classification src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,calculator|Calculator|clinical|operations|core-platform,type:calculator,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.98
calc-chads2vasc,calc-chads2vasc cha ds -vasc calculator calculator tools calculators chads2vasc emergency-medicine emergency-department-pack cardiology-pack product-emergency-department product-cardiology cardiology clinical emergency calculator cardiologist emergency physician hospitalist icu clinician nurse hospital medium stroke risk in non-valvular atrial fibrillation clinical decision support only does not recommend starting stopping or switching anticoagulation src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator cardiology clinical emergency emergency-medicine emergency-department-pack cardiology-pack,calculator|Calculator|cardiology|clinical|emergency|emergency-medicine|emergency-department-pack|cardiology-pack,type:calculator,role:cardiologist|role:emergency-physician|role:hospitalist|role:icu-clinician|role:nurse,workspace:cardiology|workspace:clinical|workspace:emergency|workspace:calculator,pack:emergency-medicine|pack:emergency-department-pack|pack:cardiology-pack,7,0.5,0.62
calc-gfr,calc-gfr egfr ckd-epi calculator calculator tools calculators gfr core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium estimated glomerular filtration rate src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,calculator|Calculator|clinical|operations|core-platform,type:calculator,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.98
calculator-recommender-ai,calculator-recommender-ai calculator recommendation ai tool calculator tools calculator-recommender ai-workflow-pack core-platform emergency-medicine emergency-department-pack product-core-platform product-emergency-department emergency clinical calculator assistant ai-workflow operations emergency physician icu clinician nurse hospitalist hospital medium suggests shipped caredroid calculators and risk scores from symptoms chief complaint and clinical keywords tool-selection support only src pages tools calculatorrecommender jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool calculator emergency clinical calculator assistant ai-workflow operations ai-workflow-pack core-platform emergency-medicine emergency-department-pack,tool|Calculator|emergency|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,type:tool,role:emergency-physician|role:icu-clinician|role:nurse|role:hospitalist,workspace:emergency|workspace:clinical|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform|pack:emergency-medicine|pack:emergency-department-pack,8,0.5,0.58
